Product ID,Store ID,Price,Sales Quantity,Month,Weekday,Is_Weekend,Is_EndOfMonth,Promotions_No,Promotions_Yes,Seasonality Factors_Festival,Seasonality Factors_Holiday,Seasonality Factors_Missing,External Factors_Competitor Pricing,External Factors_Economic Indicator,External Factors_Missing,External Factors_Weather,Demand Trend_Decreasing,Demand Trend_Increasing,Demand Trend_Stable,Customer Segments_Budget,Customer Segments_Premium,Customer Segments_Regular,Store_Avg_Sales,Product_Avg_Sales,Prediction,Lower,Upper,Alert,Month_Name
2100,14,25.31,348,11,5,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,283.30337078651684,209.5,300.9078033886246,121.87206398765261,479.94354278959656,-,Nov
2997,4,12.33,343,11,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,274.06363636363636,182.66666666666666,290.56964723487897,105.78790132042641,475.35139314933156,-,Nov
4770,12,45.64,253,12,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,236.44642857142858,225.66666666666666,241.16177588253578,98.99757732576961,383.32597443930194,-,Dec
6545,21,66.21,352,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,232.1860465116279,199.5,240.54912798717976,29.807635128985936,451.2906208453736,-,Apr
6112,1,53.25,143,11,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,235.27272727272728,129.66666666666666,138.46835534520216,72.7315724296675,204.20513826073682,-,Nov
8589,16,31.85,467,12,6,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,259.5897435897436,248.0,353.5047787523238,89.24986162288849,617.7596958817591,-,Dec
8758,26,5.43,119,7,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,231.72,235.66666666666666,195.25787564084428,0.0,391.6038545427825,-,Jul
1760,72,80.32,92,11,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,268.20952380952383,214.0,158.9497937673759,0.0,335.63303791200747,-,Nov
1320,25,48.7,187,10,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,239.28571428571428,183.33333333333334,174.490272080394,64.43918675824747,284.5413574025405,-,Oct
6547,65,55.78,259,5,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,246.1341463414634,268.3333333333333,276.4429586277852,163.79956145776174,389.0863557978086,-,May
1105,6,53.12,5,8,6,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,242.54736842105262,126.5,56.25172276432276,0.0,208.6671410488514,-,Aug
6040,3,51.77,477,10,6,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,254.64356435643563,456.0,466.9848766623766,437.34971613319584,496.6200371915574,Hot product,Oct
5036,30,54.11,336,4,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,261.0989010989011,344.0,340.81204121309463,255.3460825270825,426.27799989910676,-,Apr
3434,30,80.07,483,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,261.0989010989011,340.5,421.51130123402004,281.4529534302761,561.569649037764,Hot product,Jan
6711,30,87.12,191,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,261.0989010989011,284.3333333333333,255.95628650054775,97.41712182239974,414.49545117869576,-,Apr
4183,41,61.91,314,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,253.38372093023256,359.5,345.7037186712767,249.10951794279796,442.2979193997554,-,Mar
2355,70,37.69,371,3,6,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,267.3611111111111,172.0,211.6600088244431,0.0,423.57121269333845,-,Mar
8505,97,50.79,92,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,229.45882352941177,127.0,105.95096091875511,12.307165781433937,199.59475605607628,-,Jun
4416,11,22.44,452,7,5,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,262.46153846153845,452.0,452.62449439775907,433.96847052413744,471.2805182713807,Hot product,Jul
1610,21,71.72,115,4,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,232.1860465116279,115.0,110.20663036448444,47.0815944973739,173.33166623159497,-,Apr
3220,33,21.04,395,10,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,242.02727272727273,271.0,254.1954507526305,95.63950594134243,412.75139556391855,-,Oct
3598,92,64.99,2,6,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,243.01030927835052,24.0,12.780999999999999,0.0,39.47488603374187,-,Jun
6585,58,53.47,61,2,5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,244.0,170.0,114.60760151755622,0.0,286.86090585140835,-,Feb
2063,26,9.51,65,6,5,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,231.72,65.0,64.33721798029556,30.603017168197027,98.0714187923941,-,Jun
8166,39,99.9,154,7,6,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,248.6637168141593,154.0,163.84433338095957,63.75937822100096,263.92928854091815,-,Jul
8869,43,99.77,375,11,5,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,218.46218487394958,311.3333333333333,342.5955079457579,182.36665754068994,502.82435835082583,-,Nov
3837,22,53.24,314,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,243.97938144329896,151.66666666666666,219.02191945997282,22.345587234846846,415.6982516850988,-,Feb
6295,46,12.37,232,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,238.38372093023256,232.0,253.73738436366378,103.15684342222261,404.31792530510495,-,Jan
6975,72,99.71,399,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,268.20952380952383,399.0,383.981397019647,270.34905739394435,497.6137366453496,-,Jan
6352,10,47.51,47,11,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,252.816091954023,209.25,167.51730703966348,0.0,353.3664850882658,-,Nov
6054,49,47.81,103,6,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,253.73,212.66666666666666,181.46332527219343,47.440736924059706,315.48591362032715,-,Jun
6039,77,60.32,433,4,6,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,274.7549019607843,260.5,348.60010295062733,133.43166983355837,563.7685360676962,-,Apr
5877,49,28.75,59,2,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,253.73,336.6666666666667,361.11785132756603,185.00519115689787,537.2305114982341,-,Feb
2226,14,61.84,314,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,283.30337078651684,314.0,289.7266926342811,114.93547535567126,464.51790991289096,-,May
3547,30,11.63,24,4,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,261.0989010989011,298.75,155.00021066410534,0.0,443.9370339014099,-,Apr
5706,18,17.78,284,1,5,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,253.84615384615384,284.0,297.1942908167372,92.89048512726015,501.4980965062142,-,Jan
9139,55,74.17,123,12,5,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,239.11494252873564,176.5,190.82915976742996,41.955301418933914,339.703018115926,-,Dec
6000,84,45.58,17,5,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,266.5595238095238,122.5,80.3603660493395,0.0,204.01678591847295,-,May
3922,78,19.76,116,1,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,257.55555555555554,51.666666666666664,92.90090476190477,18.03285228952909,167.76895723428044,-,Jan
2497,93,28.44,260,12,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,295.7692307692308,243.66666666666666,284.57886548313815,99.7893122807275,469.3684186855488,-,Dec
3166,43,83.87,169,11,6,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,218.46218487394958,169.0,176.87830316844426,47.26875345469102,306.4878528821975,-,Nov
4980,50,27.8,190,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,253.4678899082569,213.0,202.71970844150982,39.00423424027605,366.4351826427436,-,Apr
1349,36,47.31,93,7,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,237.6036036036036,93.0,101.1732212966165,40.29738332469627,162.04905926853672,-,Jul
5085,92,14.66,456,6,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,243.01030927835052,456.0,458.20528246753247,417.7617551588394,498.64880977622556,Hot product,Jun
4467,14,39.67,389,8,6,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,283.30337078651684,418.0,401.1820469276351,365.334377711123,437.0297161441472,Hot product,Aug
8369,90,53.85,364,11,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,247.02912621359224,364.0,369.0740734473274,294.7549916388348,443.39315525582003,-,Nov
3534,72,66.83,399,12,5,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,268.20952380952383,312.3333333333333,282.43080390162356,123.74268893215697,441.11891887109016,-,Dec
8035,24,5.4,230,10,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,273.70212765957444,124.0,147.30408176761338,9.332255707738028,285.2759078274887,-,Oct
3698,31,75.56,454,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,258.86725663716817,313.5,319.9460870385451,162.93810338502607,476.95407069206414,-,Feb
9641,11,61.07,35,10,6,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,262.46153846153845,255.5,145.664764273121,0.0,408.379606917244,-,Oct
4986,22,69.69,255,11,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,243.97938144329896,316.6666666666667,302.19060413522953,163.45183898924984,440.92936928120923,-,Nov
6598,97,78.17,388,3,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,229.45882352941177,388.0,385.9053153413819,318.1118360716546,453.6987946111092,-,Mar
2001,92,14.12,391,2,6,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,243.01030927835052,331.5,355.6435303257216,224.3849201763123,486.90214047513086,-,Feb
5810,78,11.33,321,3,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,257.55555555555554,321.0,326.8521238745663,229.05063041112902,424.6536173380036,-,Mar
6898,5,22.81,177,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,231.74257425742573,149.0,169.98462523707585,75.34287843960779,264.6263720345439,-,Jul
1395,9,23.41,342,12,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,251.05050505050505,342.0,340.3056317219702,231.67396995979988,448.9372934841405,-,Dec
3386,39,5.3,38,6,5,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,248.6637168141593,38.0,39.727367016436304,22.62930200318077,56.82543202969184,-,Jun
1912,97,89.24,147,7,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,229.45882352941177,147.0,153.75577712236114,57.803629242827995,249.7079250018943,-,Jul
4630,96,83.42,142,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,291.23853211009174,142.0,154.01641249993602,58.245879190152905,249.78694580971916,-,Jun
7059,5,50.91,481,8,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,231.74257425742573,421.5,416.87528706541593,345.9060129553034,487.84456117552844,Hot product,Aug
4834,40,79.6,333,5,5,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,239.82203389830508,199.33333333333334,265.50794173096585,108.01925921940338,422.99662424252836,-,May
7099,19,91.55,444,12,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,247.2,354.0,386.95258097011725,225.6223300192565,548.282831920978,-,Dec
1879,19,34.24,135,8,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,247.2,248.5,189.7420548398711,43.225406101575174,336.258703578167,-,Aug
3015,90,48.86,174,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,247.02912621359224,217.66666666666666,195.819668916928,50.69092928889154,340.9484085449645,-,Mar
7383,2,6.57,382,3,6,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,257.39252336448595,278.0,343.0874965323264,189.51744914775045,496.65754391690234,-,Mar
3462,27,72.78,93,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,249.55140186915887,224.66666666666666,175.00580592061186,23.63361100695718,326.3780008342666,-,Jan
8413,17,23.76,165,11,6,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,237.84782608695653,297.75,243.42059916480864,76.31694876027694,410.5242495693403,-,Nov
2296,14,53.68,87,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,283.30337078651684,183.75,119.89591323259643,0.0,244.27988284533689,-,Apr
6947,78,21.1,480,12,4,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,257.55555555555554,455.5,472.13652380952374,439.0403781231176,505.2326694959299,Hot product,Dec
1835,78,7.77,346,3,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,257.55555555555554,342.0,354.73916311707427,232.5889104221722,476.88941581197633,-,Mar
5021,16,44.82,375,7,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,259.5897435897436,428.0,401.299480060361,338.725965094268,463.872995026454,Hot product,Jul
7323,67,24.62,348,6,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,246.82828282828282,272.5,293.01991052679534,93.51155399058561,492.52826706300505,-,Jun
4762,81,99.58,47,7,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,246.61904761904762,45.5,46.086690476190476,0.0,99.98891100457193,-,Jul
1155,3,57.93,12,10,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,254.64356435643563,246.66666666666666,102.95748251968871,0.0,335.5586777730928,-,Oct
6215,10,68.93,480,7,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,252.816091954023,487.0,482.81,474.73967768673396,490.88032231326605,Hot product,Jul
4711,27,78.3,164,11,6,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,249.55140186915887,278.6,301.4785411731283,95.96457255501889,506.9925097912377,-,Nov
1087,50,21.0,360,7,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,253.4678899082569,309.3333333333333,307.35684808098404,161.44796609814952,453.2657300638185,-,Jul
7520,77,87.55,357,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,274.7549019607843,357.0,369.2098151911156,284.29321492488384,454.1264154573473,-,Jan
2004,72,56.15,308,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,268.20952380952383,178.66666666666666,254.91286834300956,110.29574173152366,399.52999495449546,-,Jan
9970,19,75.01,370,12,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,247.2,370.0,373.2655991204672,299.6126296999369,446.91856854099746,-,Dec
2964,82,78.71,24,7,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,237.4878048780488,24.0,24.725,14.368467756048835,35.081532243951166,-,Jul
2222,88,87.93,421,3,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,252.91071428571428,402.25,405.76374917029125,336.9027562160235,474.624742124559,Hot product,Mar
1657,19,7.67,283,9,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,247.2,283.0,268.29698809520863,122.98173901769363,413.61223717272367,-,Sep
8799,81,67.83,255,3,6,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,246.61904761904762,277.0,263.09087020130505,140.731740191708,385.4500002109021,-,Mar
1411,73,31.16,30,5,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,263.9051724137931,128.0,124.35196428716945,8.761365061762902,239.942563512576,-,May
1486,69,6.34,418,3,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,222.58333333333334,335.75,382.99119939461247,255.26663101201942,510.71576777720554,-,Mar
6139,13,97.02,319,9,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,245.70689655172413,213.5,256.4687070114156,67.02666621189653,445.9107478109346,-,Sep
3151,67,48.8,149,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,246.82828282828282,149.0,146.98230598233388,56.56892488017019,237.39568708449758,-,Aug
